"id","token","submitdate","lastpage","startlanguage","seed","startdate","datestamp","ipaddr","971844X278X3692qi1qu1sq1","971844X278X3692qi1qu1sq2","971844X278X3695qi1qu4sq1","971844X278X3695qi1qu4sq2","971844X278X3698qi1qu7sq1","971844X278X3698qi1qu7sq2","971844X278X3701qi1qu10sq1","971844X278X3701qi1qu10sq2","971844X278X3704qi1qu13sq1","971844X278X3704qi1qu13sq2","971844X278X3707qi1qu16sq1","971844X278X3707qi1qu16sq2","971844X278X3710qi1qu19sq1","971844X278X3710qi1qu19sq2","971844X278X3713qi1qu22sq1","971844X278X3713qi1qu22sq2","971844X279X3716qi1qu25sq1","971844X279X3718qi1qu27sq1","971844X279X3720qi1qu29sq1","971844X279X3722qi1qu31sq1","971844X280X3724","971844X280X3725"
"3",NULL,NULL,"4","hr","534994454","2020-02-04 20:32:39","2020-02-04 20:34:10","213.101.181.80","A3","A2","A3","A2","A2","A3","A3","A1",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2",NULL,"2020-02-04 20:22:00","14","hr","1413478301","2020-02-04 20:17:28","2020-02-04 20:22:00","31.223.151.152","A3","A2","A3","A2","A1","A2","A1","A3","A2","A1","A3","A1","A1","A3","A3","A1","A2","A1","A1","A1","A2","A2"
"4",NULL,NULL,"4","hr","130421576","2020-02-04 20:38:16","2020-02-04 20:40:35","31.217.18.235","A1","A2","A2","A3","A2","A1","A3","A1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5",NULL,"2020-02-04 21:17:20","14","hr","1822105413","2020-02-04 21:08:29","2020-02-04 21:17:20","185.69.30.112","A3","A2","A1","A3","A1","A2","A2","A1","A1","A2","A3","A2","A1","A3","A1","A3","A1","A1","A1","A1","A2","A2"
"6",NULL,NULL,"8","hr","496215358","2020-02-04 23:14:12","2020-02-04 23:17:27","83.180.65.199","A1","A3","A1","A2","A2","A3","A1","A2","A1","A2","A3","A1","A1","A2","A1","A3",NULL,NULL,NULL,NULL,NULL,NULL
"7",NULL,NULL,"5","hr","2072005984","2020-02-04 23:24:51","2020-02-04 23:27:30","31.176.204.74","A3","A1","A1","A2","A2","A3","A2","A3","A2","A3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8",NULL,"2020-02-04 23:46:02","14","hr","1387472145","2020-02-04 23:43:02","2020-02-04 23:46:02","92.77.180.159","A1","A3","A3","A2","A1","A3","A1","A2","A1","A2","A1","A2","A2","A3","A2","A1","A1","A1","A1","A1","A3","A2"
"9",NULL,NULL,"8","hr","861382585","2020-02-04 23:50:39","2020-02-04 23:53:27","93.143.64.219","A2","A1","A1","A2","A1","A3","A1","A2","A3","A1","A3","A2","A1","A2","A1","A2",NULL,NULL,NULL,NULL,NULL,NULL
"10",NULL,"2020-02-05 00:21:18","14","hr","606253414","2020-02-05 00:17:00","2020-02-05 00:21:18","185.65.230.245","A3","A2","A2","A3","A2","A1","A1","A2","A1","A2","A2","A3","A1","A3","A1","A3","A1","A2","A1","A2","A2","A3"
"11",NULL,NULL,"7","hr","1687054487","2020-02-05 11:54:17","2020-02-05 11:57:02","46.234.70.138","A3","A2","A1","A2","A2","A1","A3","A1","A2","A3","A3","A2","A1","A3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"12",NULL,NULL,"5","hr","1275252694","2020-02-05 13:11:06","2020-02-05 13:13:31","95.168.125.137","A2","A3","A3","A1","A2","A3","A2","A3","A2","A3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"13",NULL,NULL,NULL,"hr","378946174","2020-02-05 15:14:36","2020-02-05 15:14:36","77.77.216.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"14",NULL,NULL,"12","hr","832417288","2020-02-05 16:09:39","2020-02-05 16:14:51","31.217.17.173","A3","A2","A1","A2","A2","A3","A2","A1","A3","A1","A3","A2","A2","A3","A1","A3","A1","A2","A1","A1",NULL,NULL
"15",NULL,NULL,"6","hr","2074367122","2020-02-05 18:07:01","2020-02-05 18:09:19","188.129.120.50","A1","A2","A1","A3","A2","A1","A2","A3","A2","A1","A3","A2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16",NULL,NULL,"0","hr","177913716","2020-02-05 18:09:06","2020-02-05 18:10:30","188.129.121.74",,"A1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"17",NULL,NULL,NULL,"hr","115686317","2020-02-05 19:39:05","2020-02-05 19:39:05","93.143.15.144",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"18",NULL,NULL,NULL,"hr","1250652900","2020-02-05 21:02:22","2020-02-05 21:02:22","31.217.38.244",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"19",NULL,NULL,NULL,"hr","2040395839","2020-02-06 00:34:15","2020-02-06 00:34:15","31.176.202.42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"20",NULL,NULL,NULL,"hr","663545252","2020-02-06 06:35:10","2020-02-06 06:35:10","178.209.25.207",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"21",NULL,"2020-02-06 10:25:22","14","hr","1893383806","2020-02-06 10:22:17","2020-02-06 10:25:22","141.138.33.22","A2","A1","A2","A3","A2","A3","A1","A3","A1","A2","A2","A3","A1","A3","A1","A3","A1","A2","A1","A2","A1","A2"
"22",NULL,NULL,"3","hr","1043133951","2020-02-06 17:33:56","2020-02-06 17:37:34","95.168.121.4","A3","A2","A2","A3","A1","A2",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"23",NULL,"2020-02-06 19:56:01","14","hr","1337726176","2020-02-06 19:52:43","2020-02-06 19:56:01","92.240.63.135","A1","A3","A1","A3","A2","A3","A1","A3","A1","A2","A3","A1","A1","A3","A2","A3","A1","A1","A1","A1","A2","A2"
"24",NULL,"2020-02-06 20:54:28","14","hr","1698249458","2020-02-06 20:52:38","2020-02-06 20:54:28","89.201.185.91","A1","A3","A2","A3","A3","A2","A1","A3","A1","A2","A2","A1","A2","A3","A2","A1","A1","A2","A1","A2","A1","A2"
"25",NULL,"2020-02-06 22:06:48","14","hr","1848565345","2020-02-06 22:03:48","2020-02-06 22:06:48","213.149.61.241","A3","A1","A1","A3","A2","A1","A3","A1","A3","A1","A3","A2","A2","A1","A1","A2","A1","A2","A1","A1","A1","A2"
"26",NULL,"2020-02-07 00:36:29","14","hr","1001848914","2020-02-07 00:26:30","2020-02-07 00:36:29","89.172.244.140","A1","A3","A2","A3","A2","A3","A3","A1","A3","A2","A3","A1","A2","A3","A3","A2","A1","A2","A1","A2","A1","A3"
"27",NULL,NULL,NULL,"hr","1697987148","2020-02-07 07:35:19","2020-02-07 07:35:19","109.60.17.70",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"28",NULL,NULL,NULL,"hr","95517333","2020-02-07 10:58:03","2020-02-07 10:58:03","185.18.61.139",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"29",NULL,NULL,NULL,"hr","1650124550","2020-02-07 10:59:50","2020-02-07 10:59:50","217.197.137.148",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"30",NULL,NULL,"3","hr","2133488671","2020-02-07 13:27:00","2020-02-07 13:28:05","109.192.166.233","A3","A2","A1","A3","A1","A2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"31",NULL,"2020-02-07 15:53:19","14","hr","1518335911","2020-02-07 15:48:47","2020-02-07 15:53:19","109.175.109.112","A3","A1","A1","A3","A1","A3","A3","A2","A3","A2","A3","A1","A2","A1","A1","A3","A1","A2","A1","A1","A2","A2"
"32",NULL,NULL,"4","hr","1680663881","2020-02-07 19:27:25","2020-02-07 19:30:05","95.168.124.131","A3","A1","A1","A2","A2","A3","A3","A2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"33",NULL,"2020-02-07 19:52:25","14","hr","1891361925","2020-02-07 19:47:37","2020-02-07 19:52:25","5.133.134.212","A1","A3","A2","A3","A3","A2","A1","A3","A1","A2","A2","A1","A1","A3","A2","A3","A1","A1","A1","A1","A2","A3"
"34",NULL,"2020-02-07 23:54:32","14","hr","132389157","2020-02-07 23:50:51","2020-02-07 23:54:32","159.20.19.218","A2","A1","A1","A3","A1","A3","A1","A2","A3","A2","A3","A1","A1","A3","A2","A1","A2","A1","A1","A1","A2","A2"
"35",NULL,"2020-02-08 00:34:37","14","hr","2000820613","2020-02-08 00:30:28","2020-02-08 00:34:37","78.1.138.178","A3","A2","A3","A2","A1","A3","A3","A1","A2","A3","A1","A2","A3","A1","A2","A3","A1","A2","A1","A2","A1","A3"
"36",NULL,"2020-02-08 00:45:26","14","hr","1784113524","2020-02-08 00:38:30","2020-02-08 00:45:26","93.139.39.2","A1","A3","A1","A3","A2","A1","A1","A3","A1","A3","A3","A2","A2","A3","A2","A3","A1","A2","A1","A2","A1","A3"
"37",NULL,NULL,NULL,"hr","2010484926","2020-02-08 10:56:31","2020-02-08 10:56:31","178.236.95.157",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"38",NULL,"2020-02-09 11:25:02","14","hr","493421519","2020-02-09 11:21:23","2020-02-09 11:25:02","195.29.224.114","A2","A3","A1","A3","A1","A3","A1","A3","A1","A2","A3","A2","A2","A3","A2","A1","A1","A2","A1","A2","A1","A3"
"39",NULL,NULL,"3","hr","440162821","2020-02-09 21:32:48","2020-02-09 21:36:02","109.175.107.57","A3","A1","A1","A3","A1","A3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"40",NULL,NULL,"1","hr","1996119313","2020-02-10 17:34:54","2020-02-10 17:36:35","77.221.21.7","A3","A2",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"41",NULL,NULL,"4","hr","961100382","2020-02-10 23:33:44","2020-02-10 23:35:30","5.43.106.146","A3","A2","A3","A2","A1","A3","A2","A1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"42",NULL,"2020-02-10 23:59:37","14","hr","1676556239","2020-02-10 23:56:04","2020-02-10 23:59:37","178.209.10.253","A3","A1","A1","A2","A1","A3","A3","A2","A3","A2","A3","A1","A3","A2","A1","A3","A1","A2","A1","A1","A2","A2"
"43",NULL,"2020-02-11 13:57:28","14","hr","2062859510","2020-02-11 13:55:12","2020-02-11 13:57:28","213.149.61.246","A1","A3","A1","A3","A3","A2","A1","A3","A1","A2","A3","A1","A2","A3","A2","A3","A1","A2","A1","A1","A1","A2"
"44",NULL,NULL,"0","hr","779683810","2020-02-11 14:44:12","2020-02-11 14:44:39","91.191.1.196","A3",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"45",NULL,NULL,"5","hr","13456336","2020-02-11 18:36:36","2020-02-11 18:38:28","80.233.47.92","A3","A1","A1","A3","A2","A3","A3","A1","A3","A1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"46",NULL,"2020-02-11 18:56:27","14","hr","1867236627","2020-02-11 18:53:18","2020-02-11 18:56:27","93.138.96.155","A3","A2","A1","A3","A1","A2","A3","A1","A3","A2","A2","A1","A2","A3","A3","A1","A1","A2","A1","A2","A1","A3"
"47",NULL,"2020-02-12 10:41:08","14","hr","1241923690","2020-02-12 10:37:45","2020-02-12 10:41:08","46.188.137.214","A3","A1","A1","A2","A1","A3","A3","A1","A3","A1","A3","A2","A3","A1","A3","A2","A1","A2","A1","A2","A1","A2"
"48",NULL,NULL,NULL,"hr","940116294","2020-02-13 10:35:01","2020-02-13 10:35:01","185.100.245.182",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"49",NULL,"2020-02-13 23:25:19","14","hr","1412551854","2020-02-13 23:23:15","2020-02-13 23:25:19","31.223.149.11","A3","A1","A3","A2","A2","A3","A3","A1","A2","A3","A1","A2","A1","A2","A1","A2","A1","A1","A1","A1","A2","A3"
"50",NULL,"2020-02-14 07:20:55","14","hr","1519014519","2020-02-14 07:18:24","2020-02-14 07:20:55","46.161.108.35","A3","A1","A2","A1","A1","A2","A3","A1","A3","A2","A2","A3","A3","A1","A3","A2","A1","A1","A1","A1","A3","A3"
"51",NULL,NULL,"5","hr","1835122524","2020-02-14 07:21:27","2020-02-14 07:25:17","89.111.226.13","A3","A1","A1","A3","A1","A2","A3","A1","A2","A1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"52",NULL,NULL,"0","hr","2016138255","2020-02-15 09:48:42","2020-02-15 09:50:30","89.205.21.66",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53",NULL,"2020-02-15 10:08:16","14","hr","578248704","2020-02-15 10:03:56","2020-02-15 10:08:16","89.205.21.66","A3","A1","A1","A3","A1","A2","A3","A2","A3","A2","A3","A2","A3","A2","A3","A1","A1","A1","A1","A1","A3","A2"
"54",NULL,"2020-02-15 15:23:20","14","hr","985402517","2020-02-15 15:18:54","2020-02-15 15:23:20","31.217.26.67","A3","A1","A3","A2","A1","A3","A3","A2","A3","A2","A3","A1","A3","A1","A1","A2","A1","A2","A1","A2","A1","A2"
"55",NULL,NULL,NULL,"hr","1528160874","2020-02-16 09:57:59","2020-02-16 09:57:59","95.156.134.221",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"56",NULL,NULL,NULL,"hr","213258205","2020-02-16 18:46:11","2020-02-16 18:46:11","89.164.210.254",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"57",NULL,NULL,NULL,"hr","177684513","2020-02-16 21:12:43","2020-02-16 21:12:43","212.15.168.195",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"62",NULL,"2020-02-17 23:33:09","14","hr","302299037","2020-02-17 23:30:25","2020-02-17 23:33:09","213.149.62.109","A1","A3","A1","A3","A1","A2","A1","A3","A1","A2","A3","A1","A2","A3","A2","A3","A1","A1","A1","A1","A1","A2"
"61",NULL,NULL,"0","hr","1211877937","2020-02-17 03:38:25","2020-02-17 03:38:40","77.77.216.253","A3",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"65",NULL,NULL,NULL,"hr","192215812","2020-02-18 02:50:37","2020-02-18 02:50:37","31.223.134.198",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"64",NULL,NULL,"5","hr","4260917","2020-02-17 23:42:14","2020-02-17 23:44:16","95.168.124.188","A2","A3","A1","A3","A2","A1","A2","A3","A1","A3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"66",NULL,"2020-02-18 08:54:36","14","hr","12621378","2020-02-18 08:50:35","2020-02-18 08:54:36","92.240.33.136","A2","A1","A3","A2","A1","A2","A2","A1","A3","A2","A3","A2","A1","A2","A3","A2","A1","A2","A1","A2","A2","A2"
